Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost
741,US-2021-161508-CHO-SCR-58000,12-07-2024,06-01-2027,Standard Class,161508,United States,League City,Texas,77573,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7
742,US-2021-131310-CHO-MIL-31000,12-07-2024,08-01-2027,Standard Class,131310,United States,Seattle,Washington,98115,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13,4,8.44,4.56
743,US-2021-129924-CHO-FUD-51000,12-07-2024,07-01-2027,Standard Class,129924,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4
4227,US-2023-106558-CHO-SCR-58000,17-01-2025,13-07-2028,Standard Class,106558,United States,Columbus,Georgia,31907,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10,4.4
4228,US-2023-116736-CHO-NUT-13000,17-01-2025,13-07-2028,Standard Class,116736,United States,Concord,New Hampshire,3301,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3
4229,US-2023-116736-CHO-SCR-58000,17-01-2025,13-07-2028,Standard Class,116736,United States,Concord,New Hampshire,3301,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1
5971,US-2023-124352-CHO-SCR-58000,15-10-2025,12-04-2029,Standard Class,124352,United States,Oklahoma City,Oklahoma,73120,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10,4.4
5972,US-2023-125738-CHO-FUD-51000,15-10-2025,12-04-2029,Standard Class,125738,United States,Salt Lake City,Utah,84106,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18,5,12,6
5973,US-2023-142097-CHO-MIL-31000,15-10-2025,11-04-2029,Standard Class,142097,United States,Springfield,Virginia,22153,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98
6667,CA-2023-135480-CHO-MIL-31000,15-12-2025,13-06-2029,Standard Class,135480,Canada,Quebec City,Quebec,G1B,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
6668,CA-2023-135480-CHO-MIL-31000,15-12-2025,13-06-2029,Standard Class,135480,Canada,Quebec City,Quebec,G1B,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7
6669,US-2023-118332-CHO-MIL-31000,16-12-2025,14-06-2029,Standard Class,118332,United States,Apple Valley,California,92307,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7
1792,US-2021-151162-CHO-FUD-51000,05-12-2024,01-06-2027,Standard Class,151162,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8
1793,US-2021-125542-CHO-NUT-13000,05-12-2024,30-05-2027,First Class,125542,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7
1794,US-2021-133830-CHO-TRI-54000,05-12-2024,02-06-2027,Standard Class,133830,United States,Los Angeles,California,90045,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9
1967,US-2021-111451-CHO-FUD-51000,26-12-2024,20-06-2027,First Class,111451,United States,Colorado Springs,Colorado,80906,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6
1968,US-2021-111451-CHO-NUT-13000,26-12-2024,20-06-2027,First Class,111451,United States,Colorado Springs,Colorado,80906,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,27.92,8,19.92,8
1969,US-2021-139598-CHO-MIL-31000,26-12-2024,23-06-2027,Standard Class,139598,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
396,US-2021-111857-CHO-TRI-54000,23-04-2024,17-10-2026,Second Class,111857,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3
397,US-2021-166954-CHO-NUT-13000,25-04-2024,21-10-2026,Standard Class,166954,United States,San Gabriel,California,91776,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5
398,US-2021-130673-OTH-KAZ-38000,20-05-2024,12-11-2026,Second Class,130673,United States,San Marcos,Texas,78666,Other,Interior,OTH-KAZ-38000,Kazookles,9.75,3,0.75,9
747,US-2021-110184-CHO-FUD-51000,12-07-2024,06-01-2027,Standard Class,110184,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,32.4,9,21.6,10.8
748,US-2021-124807-CHO-FUD-51000,12-07-2024,05-01-2027,Second Class,124807,United States,Chicago,Illinois,60610,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8
749,US-2021-110184-CHO-FUD-51000,12-07-2024,06-01-2027,Standard Class,110184,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,28.8,8,19.2,9.6
8416,US-2024-109253-CHO-SCR-58000,21-08-2025,12-02-2030,First Class,109253,United States,Oakland,California,94601,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10,4.4
8417,US-2024-131037-CHO-SCR-58000,22-08-2025,13-02-2030,First Class,131037,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1
8418,US-2024-132381-CHO-FUD-51000,22-08-2025,14-02-2030,First Class,132381,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4
2843,US-2022-140851-CHO-MIL-31000,13-07-2024,05-01-2028,Second Class,140851,United States,Macon,Georgia,31204,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84
2844,US-2022-114069-CHO-MIL-31000,13-07-2024,05-01-2028,Second Class,114069,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
2845,US-2022-143364-CHO-MIL-31000,14-07-2024,09-01-2028,Second Class,143364,United States,Mesa,Arizona,85204,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84
1973,US-2021-111451-CHO-SCR-58000,26-12-2024,20-06-2027,First Class,111451,United States,Colorado Springs,Colorado,80906,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18,5,12.5,5.5
1974,US-2021-111451-CHO-TRI-54000,26-12-2024,20-06-2027,First Class,111451,United States,Colorado Springs,Colorado,80906,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9
750,US-2021-165862-CHO-TRI-54000,13-07-2024,07-01-2027,Standard Class,165862,United States,Los Angeles,California,90049,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9
751,US-2021-164182-CHO-NUT-13000,14-07-2024,08-01-2027,Standard Class,164182,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2
752,US-2021-124464-CHO-NUT-13000,14-07-2024,10-01-2027,Standard Class,124464,United States,Newark,Delaware,19711,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1
4236,CA-2023-115238-CHO-FUD-51000,21-01-2025,16-07-2028,Standard Class,115238,Canada,Toronto,Ontario,M7A,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2
4237,CA-2023-115238-CHO-MIL-31000,21-01-2025,16-07-2028,Standard Class,115238,Canada,Toronto,Ontario,M7A,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,32.5,10,21.1,11.4
4238,US-2023-135923-CHO-SCR-58000,22-01-2025,20-07-2028,Standard Class,135923,United States,Fayetteville,North Carolina,28314,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10,4.4
753,US-2021-164182-CHO-FUD-51000,14-07-2024,08-01-2027,Standard Class,164182,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4
754,US-2021-109904-CHO-NUT-13000,14-07-2024,07-01-2027,Second Class,109904,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3
755,US-2021-103905-CHO-MIL-31000,14-07-2024,10-01-2027,Standard Class,103905,United States,Aurora,Illinois,60505,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98
9121,US-2024-131492-CHO-SCR-58000,19-10-2025,16-04-2030,Second Class,131492,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2
9122,US-2024-131492-CHO-MIL-31000,19-10-2025,16-04-2030,Second Class,131492,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,32.5,10,21.1,11.4
9123,US-2024-107727-CHO-MIL-31000,19-10-2025,15-04-2030,Second Class,107727,United States,Houston,Texas,77095,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
1214,CA-2021-160325-CHO-NUT-13000,24-09-2024,17-03-2027,Same Day,160325,Canada,Montreal,Quebec,H1C,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2
1215,CA-2021-160325-CHO-NUT-13000,24-09-2024,17-03-2027,Same Day,160325,Canada,Montreal,Quebec,H1C,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3
1216,US-2021-112914-CHO-MIL-31000,25-09-2024,23-03-2027,Standard Class,112914,United States,Houston,Texas,77041,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
3652,US-2022-104948-CHO-SCR-58000,13-11-2024,09-05-2028,Standard Class,104948,United States,San Bernardino,California,92404,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2
3653,US-2022-156867-CHO-TRI-54000,13-11-2024,09-05-2028,Standard Class,156867,United States,Aurora,Colorado,80013,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9
3654,US-2022-136147-CHO-FUD-51000,13-11-2024,10-05-2028,Standard Class,136147,United States,Miami,Florida,33178,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2
3826,US-2022-161711-CHO-FUD-51000,28-11-2024,25-05-2028,Standard Class,161711,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,28.8,8,19.2,9.6
3827,US-2022-111612-CHO-TRI-54000,28-11-2024,24-05-2028,Standard Class,111612,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6
3828,US-2022-142930-CHO-MIL-31000,28-11-2024,24-05-2028,Standard Class,142930,United States,Austin,Texas,78745,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13,4,8.44,4.56
161,US-2021-104563-OTH-KAZ-38000,07-03-2024,02-09-2026,Standard Class,104563,United States,Seattle,Washington,98103,Other,Pacific,OTH-KAZ-38000,Kazookles,19.5,6,1.5,18
162,US-2021-156587-CHO-NUT-13000,07-03-2024,29-08-2026,First Class,156587,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1
163,US-2021-104563-CHO-NUT-13000,07-03-2024,02-09-2026,Standard Class,104563,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2
8883,CA-2024-160325-CHO-NUT-13000,24-09-2025,17-03-2030,Same Day,160325,Canada,Montreal,Quebec,H1C,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3
8884,CA-2024-160325-CHO-NUT-13000,24-09-2025,17-03-2030,Same Day,160325,Canada,Montreal,Quebec,H1C,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7
8885,US-2024-144904-CHO-SCR-58000,25-09-2025,24-03-2030,Standard Class,144904,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3
3832,US-2022-110016-CHO-NUT-13000,29-11-2024,26-05-2028,Standard Class,110016,United States,Detroit,Michigan,48227,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,31.41,9,22.41,9
3833,US-2022-138009-CHO-SCR-58000,29-11-2024,25-05-2028,Standard Class,138009,United States,Dearborn,Michigan,48126,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2
3834,US-2022-138009-CHO-FUD-51000,29-11-2024,25-05-2028,Standard Class,138009,United States,Dearborn,Michigan,48126,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18,5,12,6
9066,US-2024-149146-SUG-HAI-55000,12-10-2025,04-04-2030,Same Day,149146,United States,Monroe,North Carolina,28110,Sugar,Gulf,SUG-HAI-55000,Hair Toffee,9,2,7,2
9067,US-2024-169362-CHO-NUT-13000,12-10-2025,07-04-2030,First Class,169362,United States,Dallas,Texas,75217,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2
9068,US-2024-112431-CHO-MIL-31000,12-10-2025,06-04-2030,Second Class,112431,United States,Los Angeles,California,90049,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,39,12,25.32,13.68
4008,CA-2022-155586-CHO-SCR-58000,12-12-2024,07-06-2028,Second Class,155586,Canada,Calgary,Alberta,T2C,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10,4.4
4009,CA-2022-155586-CHO-SCR-58000,12-12-2024,07-06-2028,Second Class,155586,Canada,Calgary,Alberta,T2C,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10,4.4
4010,CA-2022-155586-CHO-NUT-13000,12-12-2024,07-06-2028,Second Class,155586,Canada,Calgary,Alberta,T2C,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4
5407,US-2023-167241-CHO-SCR-58000,15-08-2025,11-02-2029,Standard Class,167241,United States,Los Angeles,California,90004,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3
5408,US-2023-166163-CHO-NUT-13000,15-08-2025,09-02-2029,Second Class,166163,United States,Oakland,California,94601,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3
5409,US-2023-148096-OTH-KAZ-38000,16-08-2025,08-02-2029,First Class,148096,United States,Los Angeles,California,90045,Other,Pacific,OTH-KAZ-38000,Kazookles,6.5,2,0.5,6
351,US-2021-102715-CHO-TRI-54000,11-04-2024,04-10-2026,Second Class,102715,United States,Miami,Florida,33180,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6
352,US-2021-110555-CHO-TRI-54000,11-04-2024,09-10-2026,Standard Class,110555,United States,Great Falls,Montana,59405,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1
353,US-2021-102715-CHO-FUD-51000,11-04-2024,04-10-2026,Second Class,102715,United States,Miami,Florida,33180,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4
1248,US-2021-122931-CHO-SCR-58000,29-09-2024,26-03-2027,Standard Class,122931,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3
1249,US-2021-111962-CHO-SCR-58000,29-09-2024,27-03-2027,Standard Class,111962,United States,Seattle,Washington,98115,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5,2.2
1250,US-2021-146969-CHO-NUT-13000,29-09-2024,26-03-2027,Standard Class,146969,United States,Los Angeles,California,90045,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4
3337,US-2022-122371-CHO-SCR-58000,26-09-2024,23-03-2028,Standard Class,122371,United States,San Diego,California,92037,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3
3338,US-2022-124800-CHO-SCR-58000,26-09-2024,22-03-2028,Standard Class,124800,United States,Mesa,Arizona,85204,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10,4.4
